scenario,scenario_name,final_time_h,final_mean_R,final_mean_M,final_n_polymers,final_n_protocells
A,Shallow Ocean + UV (Clay Hypothesis),2.0000000000000004,0.01432396937161684,0.004069475897768083,26,0
E,Enceladus Subsurface Ocean (Under-Ice Life),2.0000000000000004,0.002258145483210683,0.004074245722475405,16,0
