final_H_high
8.993768376340540271e+00
8.953483063777859741e+00
8.718412673996875029e+00
8.900473785392206238e+00
8.809023949372411622e+00
8.933314194550916909e+00
8.957002332918536425e+00
8.847660929791340223e+00
8.993217726108262866e+00
8.899933045996416325e+00
8.995011785539077209e+00
8.951060976821437976e+00
8.993371011632053325e+00
8.985087266588523747e+00
8.814048183425169825e+00
8.990342642814241003e+00
8.998095234405234066e+00
8.942047987749464966e+00
8.962053653367570760e+00
8.957329094282894033e+00
8.918004285543643661e+00
8.845893667021192286e+00
8.993512427367685191e+00
8.995738664944566310e+00
8.981181304682031907e+00
8.980060667240870487e+00
8.991424647074822474e+00
8.994917017151289329e+00
8.871651458819501457e+00
8.997250613090102433e+00
8.969401328395795403e+00
8.930941970328609258e+00
8.924054735087343815e+00
8.917549620959285051e+00
8.976113656206278435e+00
8.974840058775145124e+00
8.950244048358305449e+00
8.975265795697465521e+00
8.955112701899201610e+00
8.972291651302489512e+00
8.924989101101299838e+00
8.980681053067213426e+00
8.907451281753118622e+00
8.925158352763657987e+00
8.868218037170718659e+00
8.852490777897465080e+00
8.984410084684595788e+00
8.942165548441272094e+00
8.997951522411421266e+00
8.951373754938984462e+00
8.976756699848836618e+00
8.989376511424804761e+00
8.959140846749157561e+00
8.965273594863534257e+00
8.959217307489391047e+00
8.995955261154582772e+00
8.961079880723357149e+00
8.960175836136457406e+00
8.956198980250897890e+00
8.958567683732942655e+00
8.928269338107842401e+00
8.893583946866483458e+00
8.941886824581017024e+00
8.996745501910893950e+00
8.999486004341607170e+00
8.999985735401393683e+00
8.937274432188115014e+00
8.988438704192809325e+00
8.889210389572197002e+00
8.970827273140606906e+00
1.014193700000595610e+00
8.955140316512665066e+00
8.998560269782814203e+00
8.971508364880824260e+00
8.992667957132134404e+00
8.945469215234661320e+00
8.974038691663855261e+00
8.988027401227158819e+00
8.959429602993330022e+00
8.831230650514827474e+00
8.982153918919335567e+00
8.982553827593857676e+00
8.923445578133156530e+00
8.985015343808019139e+00
