final_H_high
8.834875665723828320e+00
8.880744570534892190e+00
8.999252987971832596e+00
8.879492888726947086e+00
8.988271304009755269e+00
8.998568468493969519e+00
8.960286036438418478e+00
8.929822961291664640e+00
8.852878882406818306e+00
8.981879313597666226e+00
8.993629750023998781e+00
8.993609307850027434e+00
8.993610036269336305e+00
8.964177814923766974e+00
8.979678102383283900e+00
8.981242106050912000e+00
8.963572499616095257e+00
8.997570563434813096e+00
8.937382118887748916e+00
8.955180850747966659e+00
8.761246326383046679e+00
8.999580297921873751e+00
8.930741094226874566e+00
8.946400275061451524e+00
8.982967356148051863e+00
8.922302546451625460e+00
8.986069836616213280e+00
8.992158150194290656e+00
8.975283376726480356e+00
8.966806032015037786e+00
8.961321069737868683e+00
8.960420871529890974e+00
8.922777695098540462e+00
8.949819643832931604e+00
8.912073418515049639e+00
8.949603317038773653e+00
7.247034217457832384e+00
8.998059250863031266e+00
8.959425451881257274e+00
8.899006082667748174e+00
8.969144564385029383e+00
8.998131760702497317e+00
8.943866170650384362e+00
8.896284797730036331e+00
8.984889546567343288e+00
8.814306855080767278e+00
8.985134820553419388e+00
8.988343930745907429e+00
8.991792399144880932e+00
8.986116111213789281e+00
8.907711752102283498e+00
8.952414091093228166e+00
8.983969385188528278e+00
8.937182530918544643e+00
8.971438611369350724e+00
8.959183720383059324e+00
8.938931695340118111e+00
8.997377515074509446e+00
8.996899181956978353e+00
8.974968684164252863e+00
8.993604625947588360e+00
8.974919214304639681e+00
8.961009708402698948e+00
8.947521689412340606e+00
8.978436128587839349e+00
8.986416515822661211e+00
8.844299689024149203e+00
8.880721239099345965e+00
8.752098675462006483e+00
8.909076405290385026e+00
8.992741838717231317e+00
8.995567087151718155e+00
8.998212378467789208e+00
8.968464736081342537e+00
8.989512373228395248e+00
8.983172284647876538e+00
8.956446070451701047e+00
8.910839497540221643e+00
8.977766945911227481e+00
8.977587861708874684e+00
8.986224263210729646e+00
8.864139855502960685e+00
8.979244679784537553e+00
8.909841145347163760e+00
8.986088144865883365e+00
8.958463941610812498e+00
8.936578803160028173e+00
8.859137748222028819e+00
8.984551892568227061e+00
8.983186287480588561e+00
8.962431114984955371e+00
8.969361978003508540e+00
8.968177138658559144e+00
8.859523892119515409e+00
8.993025906338235842e+00
8.991773636011776816e+00
8.912319397029399681e+00
8.930937336925666159e+00
8.965866351668186240e+00
8.905605089048812317e+00
8.858034052218426879e+00
8.936590831842773142e+00
8.938428343204469328e+00
8.937293737184505815e+00
8.938987019882564056e+00
8.945681323349699454e+00
8.926497350452091695e+00
8.931560582287481509e+00
8.873891734236430295e+00
8.984771267962159413e+00
8.916303994066332450e+00
8.835286122471080361e+00
8.927226135801634044e+00
1.075886207711067577e+00
8.948155373637062482e+00
8.981060631724846033e+00
8.995348397465706469e+00
8.945728336847142970e+00
8.991027311628188912e+00
8.954140061712470455e+00
8.995202209335271704e+00
8.884262847938179775e+00
8.890647199420151026e+00
8.912875405862395795e+00
8.991247242816887919e+00
8.939359427492231447e+00
8.944418734574162144e+00
8.990720293675764196e+00
8.882260903107647820e+00
8.979356663410012374e+00
8.959713669524212776e+00
8.950323157675768471e+00
8.918225266939515450e+00
8.922733057174291105e+00
8.923397270165255080e+00
8.920260502871515840e+00
8.991914486454973598e+00
8.957064755738587181e+00
8.958344102878546877e+00
8.969792338890989924e+00
8.979224558678465584e+00
8.967267380160251378e+00
8.989941904125988259e+00
8.972675188732230467e+00
8.940115265516118015e+00
1.001143025280802901e+00
8.950950278510118707e+00
8.962693033734591808e+00
8.905537910281850600e+00
8.982540471516117009e+00
8.970276097579620966e+00
8.951486286780410140e+00
8.939421327150046892e+00
8.994081777118141829e+00
8.994242065535374309e+00
8.987354300247709205e+00
8.961547204428116586e+00
8.983444600441583106e+00
8.954290302615943276e+00
8.880242376898671353e+00
8.988437907393885595e+00
8.828094896462136631e+00
8.996856746546447070e+00
8.975707413496810005e+00
8.969115960101772700e+00
8.932291187351038886e+00
8.986849785116213241e+00
8.917299525893907841e+00
1.486606967225804432e+00
8.894913066334476426e+00
8.957967742614103557e+00
8.996862849247733607e+00
8.923866821444526920e+00
8.982323576788173725e+00
8.995162593090109127e+00
8.877437796935133463e+00
8.961055575143753060e+00
8.987646476060453082e+00
8.985434760218506511e+00
8.898044936940317839e+00
8.954405905194898097e+00
8.959291727118646520e+00
8.996135150059867414e+00
8.941126602563757686e+00
8.933442527382844389e+00
8.893743081462487154e+00
8.911974893679616372e+00
8.954284900525403046e+00
8.993665701312176353e+00
8.972560641492975719e+00
8.980853115494143779e+00
8.879302672791922646e+00
8.913795665079229380e+00
8.991869322089051764e+00
8.983990937191448367e+00
8.975948511323494472e+00
8.902549906641926469e+00
8.976607346120605513e+00
8.974167080081787873e+00
8.850909475897841716e+00
8.998302401548137652e+00
8.990559945852053758e+00
8.956117561328785115e+00
8.932747207019813729e+00
8.919203305421184780e+00
8.995801422648542101e+00
8.988781113033930126e+00
8.988950114619370879e+00
8.974857256131322458e+00
8.994624615849431848e+00
8.722302203887627670e+00
8.931154612264300852e+00
8.914406205724988652e+00
8.995185276817888820e+00
8.975357533503574459e+00
8.996793248980484492e+00
