mean_H_low
3.074600135684321778e+00
3.079211500051495687e+00
3.087066010440179920e+00
3.095695722072673295e+00
3.101053409762386970e+00
3.110356796424932568e+00
3.126951614076703301e+00
3.153600716802150927e+00
3.173610594556494302e+00
3.191227701439314224e+00
3.217793104681613503e+00
3.241514557397505936e+00
3.274078999793564648e+00
3.306598955891117075e+00
3.336003161944594453e+00
3.364004928857114329e+00
3.397965337691017496e+00
3.430213953345005340e+00
3.460497462050848405e+00
3.492071440636836943e+00
3.525307704226491534e+00
3.560573419349115643e+00
3.590124269607386065e+00
3.626037405303433658e+00
3.656822442685589536e+00
3.692216197495179930e+00
3.728493119219945306e+00
3.762138205417419723e+00
3.798743498676077301e+00
3.832238660019643195e+00
3.866170229601359587e+00
3.897396965458587381e+00
3.930640115216406105e+00
3.966233334127680532e+00
4.001255878108971764e+00
4.038795238671134769e+00
4.071466247519883730e+00
4.101524310064086798e+00
4.134055184747208678e+00
4.160256766127939265e+00
4.186996911733499083e+00
4.217709294684555132e+00
4.248535364169726769e+00
4.281456765626987071e+00
4.311108997443890978e+00
4.337883114229926562e+00
4.363528587950586513e+00
4.389786591130132365e+00
4.414840845183342743e+00
4.441704262139035464e+00
4.466895119868332209e+00
4.493735997004435490e+00
4.521536934677325981e+00
4.545158175918230015e+00
4.572561615106081057e+00
4.593484458708425144e+00
4.620200655446003779e+00
4.642717443184244175e+00
4.666991062110730226e+00
4.688650312655231467e+00
4.711556644885231293e+00
4.731630750007226105e+00
4.753718919845236535e+00
4.774572407796259021e+00
4.794282086576281188e+00
4.811692773574738347e+00
4.835089115038894825e+00
4.856901034526440952e+00
4.876225342708346844e+00
4.898620996958175766e+00
4.917226463336183961e+00
4.936683678004868625e+00
4.958344671626999656e+00
4.977506388971939089e+00
4.997370750716300769e+00
5.013807075183263962e+00
5.032478250803134934e+00
5.048113853885837443e+00
5.067253253730925167e+00
5.085691825191791970e+00
5.102393656661021737e+00
5.118491548871076269e+00
5.138445358770332483e+00
5.155135033968824665e+00
5.175130442102398476e+00
5.190885855948517147e+00
5.206058631644904899e+00
5.223127890130421669e+00
5.238469437507610849e+00
5.254424805786008790e+00
5.270607459982440623e+00
5.286902956096815487e+00
5.302187109595993597e+00
5.316886865013446872e+00
5.332529824846960587e+00
5.352630597824923342e+00
5.368803807769808145e+00
5.385967497859692088e+00
5.401829410911052065e+00
5.415854960679575392e+00
5.429198748161748078e+00
5.445314159732639325e+00
5.462335505443994599e+00
5.477350061794636460e+00
5.491176942195866495e+00
5.504007775546253534e+00
5.521736073013203239e+00
5.533277104160347015e+00
5.544235562527055627e+00
5.558316024386718901e+00
5.570877918045715305e+00
5.578577330282676883e+00
5.588179156670640246e+00
5.596092575483334386e+00
5.605293920954150799e+00
5.612181554413737672e+00
5.620922725136792586e+00
5.633498558149224955e+00
5.646726600585296296e+00
5.657272123171849465e+00
5.669476108071743070e+00
5.681442727698168049e+00
5.694822562128770471e+00
5.705017045931007225e+00
5.714846119777680755e+00
5.723627182996155582e+00
5.733771794023992285e+00
5.743526609856432152e+00
5.752499809157489707e+00
5.761468310190159592e+00
5.768835229445442359e+00
5.780891054045547151e+00
5.791588949758133431e+00
5.801262365074034477e+00
5.807934886301742594e+00
5.819850925549191700e+00
5.828278360921401280e+00
5.838265055931629810e+00
5.852146210434340468e+00
5.858292966777533195e+00
5.868558529200426754e+00
5.876268726497964501e+00
5.886826269238069287e+00
5.894929248700528923e+00
5.904169284348863123e+00
5.913800367681311343e+00
5.922404982286682440e+00
5.928110059844242663e+00
5.935180901912551654e+00
5.943074491591848307e+00
5.953552527769870650e+00
5.961669373549150386e+00
5.966679798347644947e+00
5.974191015810097483e+00
5.981823941448763726e+00
5.986703901992896704e+00
5.993912034381026821e+00
6.000843948753094459e+00
6.007210671071477215e+00
6.013660479760927657e+00
6.020662777376402985e+00
6.026383062497759013e+00
6.032232354297402566e+00
6.037362664284367852e+00
6.043336878494846687e+00
6.050131771895618904e+00
6.059043546646478262e+00
6.064532995063118825e+00
6.074512613249379633e+00
6.080547956040550872e+00
6.088404139723773589e+00
6.093955234937902254e+00
6.101315944795640434e+00
6.109822424850981371e+00
6.116981103769431272e+00
6.122758548200224915e+00
6.127821176569349326e+00
6.134105427787193143e+00
6.141374523992665146e+00
6.148192227318515002e+00
6.153170766996548302e+00
6.159774290319067980e+00
6.165261890874554673e+00
6.172227707465680169e+00
6.177099623141608653e+00
6.181663512158143803e+00
6.191092826762732315e+00
6.196695634704612488e+00
6.204122597345415713e+00
6.210823361497154416e+00
6.215729432024620138e+00
6.219930463645128249e+00
6.224342702217649403e+00
6.229368368709239157e+00
6.235076434338731488e+00
6.241476743510580683e+00
6.245792700594617664e+00
6.251030857032771948e+00
6.255874237464105647e+00
6.263041775266374955e+00
6.269634182729234340e+00
6.270844039342807541e+00
6.275508154464663590e+00
6.280657540299638519e+00
6.285660398853219810e+00
6.291739789938810112e+00
6.296608998965066206e+00
6.304892488164447251e+00
6.307772305553027259e+00
6.311756202134053417e+00
6.316491433740663020e+00
6.321042565052626294e+00
6.326912677708637744e+00
6.331277410858924704e+00
6.335845532989395679e+00
6.339119698193436570e+00
6.345321285498034314e+00
6.350963800819104499e+00
6.356763601308971445e+00
6.362608531466261930e+00
6.364781768309439869e+00
6.370574738623594691e+00
6.375656433284698998e+00
6.380598520247833250e+00
6.383402365263212808e+00
6.390470874964417902e+00
6.396146291918502591e+00
6.401097091886316370e+00
6.404227084107630752e+00
6.408862306251615237e+00
6.415354651921289175e+00
6.418437230210646938e+00
6.422438865577952072e+00
6.426992133305315491e+00
6.433208494719274917e+00
6.437030536074232145e+00
6.441419527010953772e+00
6.445240850473245686e+00
6.448756975234351430e+00
6.453449131488318002e+00
6.458430203749647269e+00
6.462167538336898609e+00
6.465247615731570363e+00
6.470655441651381956e+00
6.473562513105983740e+00
6.478308075071182337e+00
6.482568815369371684e+00
6.486309970558143512e+00
6.489364157451058546e+00
6.491673600316354431e+00
6.495665301063254127e+00
6.498541164790902158e+00
6.500725367926624365e+00
6.504287832211765874e+00
6.508586859525596680e+00
6.514084031791201213e+00
6.519242000878588961e+00
6.523329229540633101e+00
6.525725863475799748e+00
6.529270984045143500e+00
6.534889717341051174e+00
6.538206555974566569e+00
6.543267744183699719e+00
6.546582507694877151e+00
6.550129017543131482e+00
6.553995464314003705e+00
6.555906937740090257e+00
6.558696846120326107e+00
6.562956112087816152e+00
6.565125829168006355e+00
6.568732951470619419e+00
6.572231213968283470e+00
6.575622253092006098e+00
6.577421240277069536e+00
6.580585680784811764e+00
6.583886093980815701e+00
6.586651829456847018e+00
6.590901629806911188e+00
6.594490143218559197e+00
6.598762304852282767e+00
6.601374220637588941e+00
6.605539121846289774e+00
6.607648813291876699e+00
6.610486967287999782e+00
6.615769091801924517e+00
6.616748188886045767e+00
6.617981392652548145e+00
6.620627928714268862e+00
6.623503426515271464e+00
6.627045225002663464e+00
6.629541369278139307e+00
6.633073786265965666e+00
6.637728768692383596e+00
6.640630649731551927e+00
6.645802392285791171e+00
6.649184273053633909e+00
6.652731427488769000e+00
6.656693810789336752e+00
6.658948383522636405e+00
6.661382636895603504e+00
6.660571500725472660e+00
6.661196439779512701e+00
6.663373922278900352e+00
6.668125329302013959e+00
6.672435891076407444e+00
6.675077700906191680e+00
6.678926797417522820e+00
6.680526810977436725e+00
6.682179721393427307e+00
6.685420165609525789e+00
6.687058010438965638e+00
6.688651335789228547e+00
6.693096063769467641e+00
6.695151427574637992e+00
6.698207516578418286e+00
6.703063793244226964e+00
6.706592133865270533e+00
6.709449744888602574e+00
6.711086024602675337e+00
6.714503458427546256e+00
6.719457711359010155e+00
6.723602777482879489e+00
6.727037011732402760e+00
6.732156053422415631e+00
6.736974792471329465e+00
6.741028302838884656e+00
6.746223025572363419e+00
6.751509203571163020e+00
6.755726787466639571e+00
6.760271420933575470e+00
6.763770895057505506e+00
6.765402226389144680e+00
6.768615661604223455e+00
6.772317766299245534e+00
6.777006744092365587e+00
6.778958244595687965e+00
6.783145228694322348e+00
6.787212249661088492e+00
6.793658679484557261e+00
6.796614023826854201e+00
6.799285756428658622e+00
6.804945612513938258e+00
6.809072160920572436e+00
6.815769238277683328e+00
6.822014441840181576e+00
6.826957031668186460e+00
6.832527464398268968e+00
6.835449615053107664e+00
6.839925434355396128e+00
6.843558510280859153e+00
6.847662587500693121e+00
6.851557453378453566e+00
6.857164384758998921e+00
6.863283030219793801e+00
6.870755388471038394e+00
6.875588147878200829e+00
6.881267760404327305e+00
6.887232439287463315e+00
6.891179793118999086e+00
6.896921481522867658e+00
6.904159555958852224e+00
6.911284586000365771e+00
6.919260716474457951e+00
6.925489372944372946e+00
6.930246637225405237e+00
6.937391305469271074e+00
6.944486233738584424e+00
6.948588326095749501e+00
6.956642675392130215e+00
6.961368139394398469e+00
6.966509837218366918e+00
6.975378757824569398e+00
6.981127890743834108e+00
6.987255963978597606e+00
6.992422671919362287e+00
6.998509424411302859e+00
7.004374714529271628e+00
7.008704347428441395e+00
7.012918099876836564e+00
7.016691902941336600e+00
7.021634879625480608e+00
7.026445262483711929e+00
7.031591718551053027e+00
7.035950792324119796e+00
7.041347967479226533e+00
7.046159396622606153e+00
7.050018930168651998e+00
7.053434476806608622e+00
7.057386131137175944e+00
7.060297780446254556e+00
7.066005114037202439e+00
7.071271433289235020e+00
7.075238642750111495e+00
7.079500567826436885e+00
7.084879867991642932e+00
7.088483044887243345e+00
7.091888590735615949e+00
7.096540071975954156e+00
7.101599898019483881e+00
7.105965170979526846e+00
7.110619234108037645e+00
7.114960680794934156e+00
7.120922751932619477e+00
7.124808028376811819e+00
7.129562859952057075e+00
7.131474457743247619e+00
7.137566876494580548e+00
7.143057663735944196e+00
7.146220721735192960e+00
7.150485061555698962e+00
7.154622532117873135e+00
7.158625199162596431e+00
7.161010588553352818e+00
7.165642031430823344e+00
7.171870229632663296e+00
7.174389104679570472e+00
7.176738635496212382e+00
7.181337517661228631e+00
7.186040708418616418e+00
7.188552701354599783e+00
7.193217868265619153e+00
7.194799483157331643e+00
7.197713345177394473e+00
7.202438049560761613e+00
7.205784062262845069e+00
7.209752723426909427e+00
7.213425766425157093e+00
7.219217789697538912e+00
7.224605105430091712e+00
7.229068318063301746e+00
7.233194018949457238e+00
7.237779449482531824e+00
7.241350930244719208e+00
7.246937968473853076e+00
7.249291177651753237e+00
7.252924960408896560e+00
7.257686058385082184e+00
7.259637687048686061e+00
7.264096131399363721e+00
7.267003773454365323e+00
7.271576153626616801e+00
7.275747931269751057e+00
7.277861882483676048e+00
7.281313894667325037e+00
7.283892941881534355e+00
7.284727300360941626e+00
7.287527730763157408e+00
7.291060076501673315e+00
7.293679355171919454e+00
7.295820681280885900e+00
7.299546936422214749e+00
7.303003862720817807e+00
7.304777514773334701e+00
7.308594847616614487e+00
7.312254378304361424e+00
7.316960554329895672e+00
7.320282402265873678e+00
7.323375467035685205e+00
7.326651082763365075e+00
7.329192399150892712e+00
7.333221774876554910e+00
7.336561039495827607e+00
7.340320151322074160e+00
7.345388089249778929e+00
7.347921754123359683e+00
7.350507444270615309e+00
7.353025306153154084e+00
7.357232098887062754e+00
7.360904877855070083e+00
7.366426804531031713e+00
7.371036762304635559e+00
7.372717977899378994e+00
7.377357291899053315e+00
7.381299497375433560e+00
7.387333812912752151e+00
7.392241224412298806e+00
7.398186877137344020e+00
7.400437757672757577e+00
7.403590355709823712e+00
7.406565893067844186e+00
7.409335632302390451e+00
7.413203845431959316e+00
7.418570259844150527e+00
7.422332585533143678e+00
7.426838434961281266e+00
7.432729235845176419e+00
7.433963933729602402e+00
7.439380937910180513e+00
7.442360284077700783e+00
7.446054961621398682e+00
7.448481741990029548e+00
7.451666839020289146e+00
7.454090682925431643e+00
7.456196611199902513e+00
7.461758907879440628e+00
7.467812979229256243e+00
7.470963567864727040e+00
7.474778676852511516e+00
7.478625775023521882e+00
7.483269241156608409e+00
7.487956357623755110e+00
7.490947378495881104e+00
7.496804827026346096e+00
7.500875848892978759e+00
7.505948222428450833e+00
7.510889479827298487e+00
7.513839943402341959e+00
7.518562211427991748e+00
7.521590682952516538e+00
7.526348122436655075e+00
7.529486463237153870e+00
7.532746866501302208e+00
7.536219223399913680e+00
