mean_H_high
2.771911738038242756e+00
2.778891218579935263e+00
2.785341177625569209e+00
2.793077810138931749e+00
2.813840354527764820e+00
2.829641481634481703e+00
2.844874556669173771e+00
2.858733693138542531e+00
2.883173533502536134e+00
2.901782623342927359e+00
2.916509734102842089e+00
2.941576135377516721e+00
2.979057504325364647e+00
3.010780768024016840e+00
3.044099895483769913e+00
3.077330055208849391e+00
3.106208047111717274e+00
3.135138985683630697e+00
3.169652129054345124e+00
3.200815671696423337e+00
3.236248031856966190e+00
3.273296391823867779e+00
3.298750811583388121e+00
3.333929754325041905e+00
3.364307951908621863e+00
3.398395661792173339e+00
3.430117374063747171e+00
3.457212993766848541e+00
3.490787275694438030e+00
3.519406281119146662e+00
3.552796609372268044e+00
3.582666323258953511e+00
3.610621571424544651e+00
3.639965130802074178e+00
3.672606753243985001e+00
3.706016050332604284e+00
3.734785045447088336e+00
3.769368971088419062e+00
3.797293954356303569e+00
3.826428421594589402e+00
3.860578162202190633e+00
3.891272820305899494e+00
3.921204583783344244e+00
3.943658023256685574e+00
3.973462247972835648e+00
4.001862074288215609e+00
4.025413468615929524e+00
4.046981484224466463e+00
4.075538115214604851e+00
4.104108169031889020e+00
4.123878440490866382e+00
4.148870741366113890e+00
4.168589241470171736e+00
4.194088785288838217e+00
4.214968025998641288e+00
4.235719201418385538e+00
4.255904912287948427e+00
4.281062302230548511e+00
4.305766779173860748e+00
4.327304407429241273e+00
4.351471178109505900e+00
4.372014195365444778e+00
4.390621245743472123e+00
4.413302043563240851e+00
4.431299403867592801e+00
4.453805307398914337e+00
4.476757642631359779e+00
4.496292321530368064e+00
4.513435857922525329e+00
4.533464361583455116e+00
4.546219268370118805e+00
4.560159551489386232e+00
4.580209941421461650e+00
4.597220580780648547e+00
4.615453695006576318e+00
4.639297287952576454e+00
4.656708383199939405e+00
4.677176536342163793e+00
4.694271956410297264e+00
4.713182461154931779e+00
4.729981446995538796e+00
4.745589529611505597e+00
4.766115316054410300e+00
4.779975698877481527e+00
4.799212755490493088e+00
4.817021909164447280e+00
4.834690562076558784e+00
4.849109450332783844e+00
4.868323755813229070e+00
4.887064423892376830e+00
4.899234246889870192e+00
4.916823605106478645e+00
4.938102094700042244e+00
4.950783159028104841e+00
4.967570967295884543e+00
4.985370058235284674e+00
5.003549570134141256e+00
5.019905839985252527e+00
5.036269102145953802e+00
5.053338042718169554e+00
5.063572680740090703e+00
5.085034290060705509e+00
5.101831557257515470e+00
5.121874944441342059e+00
