theta_high
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
4.499999999999999556e-01
