final_H_low
8.994835383534825368e+00
8.923583518549261129e+00
8.943889045415005512e+00
8.965697953300315604e+00
8.989455575687079758e+00
8.996658345958914893e+00
8.959953018099168887e+00
8.994615191316265523e+00
8.989607368457438241e+00
8.999877486881699085e+00
8.995221500765296696e+00
8.990305347981314199e+00
8.952860921122022475e+00
8.994942237023922260e+00
8.995592185382756512e+00
8.970069288637899874e+00
8.959821326353335280e+00
8.990198545578063971e+00
8.996534655388206403e+00
8.986300741355650601e+00
8.994993647104639223e+00
8.999503005665332012e+00
8.962483393617620919e+00
8.981324724025515849e+00
8.959045146742511179e+00
8.884149273113873591e+00
8.987004702573722525e+00
8.956945675050905109e+00
8.878411008666597937e+00
8.962732087033439043e+00
8.987777889459170666e+00
8.943745868855856429e+00
8.994182598814076002e+00
8.999702733890654116e+00
8.930048417146275952e+00
8.952041046392308132e+00
8.976483798860428465e+00
8.948533480599728307e+00
8.988037218008347651e+00
8.992391948034422100e+00
1.087626807229413739e+00
8.957334557621045690e+00
8.906074516837980681e+00
8.990575209111636212e+00
8.997641336800567657e+00
8.969287864962796064e+00
8.997530523443645123e+00
8.978433984198842310e+00
8.968019940501077869e+00
8.992012441543234758e+00
8.942658118239618759e+00
8.995187003837095574e+00
8.981780049510103225e+00
8.971922588829725598e+00
8.994541791931540686e+00
1.022033269340595130e+00
8.958745185573667058e+00
8.967349623661014846e+00
8.965990409808849648e+00
8.993740973001504102e+00
8.971599310099813707e+00
8.996734765156812585e+00
8.987616750909328545e+00
8.983845028073297101e+00
8.996383836082106455e+00
8.912623546007999664e+00
8.971297273094037905e+00
8.989622533768136137e+00
8.996328704685909727e+00
8.995985429243642528e+00
8.960531478555376239e+00
8.988689526112422001e+00
8.988391992016525833e+00
8.997606180152700972e+00
8.954655731812520614e+00
8.995101327756005460e+00
8.972312043072609100e+00
8.973932257826383818e+00
8.992685903406552939e+00
8.948049298334423085e+00
8.984161306641926359e+00
8.953968161083382782e+00
8.995656265024702947e+00
8.997395179881651828e+00
8.978818841243121796e+00
8.991147284259589867e+00
8.980339709694987960e+00
8.987946129345203872e+00
8.998439154302589671e+00
8.974593660271697360e+00
8.897229454405918503e+00
1.045880244553018867e+00
8.995876352842932633e+00
8.953821946183886382e+00
8.961762460428738919e+00
8.953636562168151514e+00
8.997150135077619737e+00
8.984232925810959003e+00
8.951505862030094463e+00
8.995144525342329445e+00
8.970181119309129869e+00
8.988086036037909565e+00
8.985304169351321590e+00
8.937416542964500721e+00
8.988500917786737432e+00
8.967536131113099884e+00
8.976016780041065957e+00
8.973811827445807410e+00
8.994171329494518474e+00
8.984805562434130977e+00
1.029061578475451766e+00
8.937318496600124007e+00
8.899944326562446051e+00
8.989701070262764659e+00
8.956732812628587226e+00
8.974561707114771636e+00
8.992059948713167827e+00
8.917462851563128012e+00
8.974596456403848066e+00
8.972468860926611001e+00
8.996776597046936885e+00
8.967370626017153512e+00
8.969106544627846844e+00
8.949749144512223253e+00
8.994699360568667146e+00
8.995203048195273610e+00
8.942572983384437180e+00
8.955309247326066924e+00
8.970096626564231457e+00
8.979448741535989598e+00
8.991580404714964558e+00
8.974072811519414827e+00
8.971682037902121820e+00
8.981123363945306082e+00
8.989965762850255615e+00
8.987985881580195624e+00
8.940464474694396202e+00
8.996087854153310914e+00
8.990186035023048916e+00
8.975052664302701544e+00
8.942846077370136371e+00
8.997497916558556241e+00
8.999767279332884229e+00
8.994011934190197621e+00
8.978499700945270945e+00
8.979786308732714772e+00
8.906879945151240818e+00
8.992364029825019145e+00
