final_H_low
8.977275065485933681e+00
8.981296064016214942e+00
8.976720965827707843e+00
8.997520910280407236e+00
8.978315790439843624e+00
8.969464511887940361e+00
8.998098388541881931e+00
8.939607196749637552e+00
8.989878879043461168e+00
8.971751062812336031e+00
8.995095204886467855e+00
8.991913139363713725e+00
8.946587245482428230e+00
8.952024733602096163e+00
8.997778336057765003e+00
8.996859740387073145e+00
8.991764641945300340e+00
8.949942359747009135e+00
8.996769852892658292e+00
8.962759699133636460e+00
8.995901402465690921e+00
8.836216101705952397e+00
8.991925188378351308e+00
8.982668664820725013e+00
8.934002272422723934e+00
8.996572016082657441e+00
8.991286183281413713e+00
8.949392731706515391e+00
8.980814121922438886e+00
8.980247841113076390e+00
8.909288068246352665e+00
8.993427192526549874e+00
8.987009326247241248e+00
8.983205059894032729e+00
8.993290772011206968e+00
8.961274878724628579e+00
8.983740657751859260e+00
8.951219470301760239e+00
8.965518343982374461e+00
8.983455633041328880e+00
8.954054990568009131e+00
8.949531379460347935e+00
8.934080405621951826e+00
8.992882186626456331e+00
8.948078560438624152e+00
8.978986073941111812e+00
8.928910206036626107e+00
8.984558197475037034e+00
8.946317443218479326e+00
8.968426003038670657e+00
8.971620438449335211e+00
8.982797636229578941e+00
8.971254536085595532e+00
8.985701727264125083e+00
8.944597975034355386e+00
8.983537270416361409e+00
8.982008596090055974e+00
8.993859658242515209e+00
8.975201421901161325e+00
8.949225980965625382e+00
8.971144706361089405e+00
8.912552351073847134e+00
8.979209697272214186e+00
8.995156001725950645e+00
8.984808237884104543e+00
8.988073675386406336e+00
8.971466027915326436e+00
8.987822837943763687e+00
8.960935906902228965e+00
8.949469596892853929e+00
8.982386039495443342e+00
8.980507233511861642e+00
8.988563306266801334e+00
8.951839222536188245e+00
8.999167716989607158e+00
8.984750885740600879e+00
8.973277790129280618e+00
8.963771128976157243e+00
8.972437301975812574e+00
8.951362260601865017e+00
8.982800525135868241e+00
8.986614591176262934e+00
8.985559943315799103e+00
8.998968181060744698e+00
8.994548606688065107e+00
8.991151711160275894e+00
8.973425053570213805e+00
8.941898679846138620e+00
8.978874087001212700e+00
8.988450749907462622e+00
8.994063203246550842e+00
8.986143412708187839e+00
8.995522428061526909e+00
8.995075986981664329e+00
8.957652855136098324e+00
8.993998343641008475e+00
1.099543111173212129e+00
8.983894603086680419e+00
8.934862964286050868e+00
8.992452631839842780e+00
8.955900060573528165e+00
8.990818558805347749e+00
8.914830210604060667e+00
8.983534323492774476e+00
8.951028677671736489e+00
8.953001290744275309e+00
8.960845673442120685e+00
8.844584107206076240e+00
8.994992698077744819e+00
8.928073332764718373e+00
8.998679891315248369e+00
8.972795625032560451e+00
8.987639424390490461e+00
8.946233669838747460e+00
8.958668093635861140e+00
8.991858163226478240e+00
8.978168151389471774e+00
8.990103918908070924e+00
8.987992343986940469e+00
8.937219321125429161e+00
8.906183283156044794e+00
8.996315408847946671e+00
8.981478312762094518e+00
8.952719662760566521e+00
8.991344686957889465e+00
8.991529936171632542e+00
8.927422458807189543e+00
8.994784322937587007e+00
8.998444787496323372e+00
8.988553460530368966e+00
8.977292297950018707e+00
8.964574310408815805e+00
8.939803143478902925e+00
8.973812604894581213e+00
8.970033348126436934e+00
8.992417290068713598e+00
8.987142481290852913e+00
8.966015370987918232e+00
8.992185935449649392e+00
8.969208208801800808e+00
8.977946565438660542e+00
8.992326018612912364e+00
8.993761619835263232e+00
8.980688328353235050e+00
8.970279560999371071e+00
8.969100744953436788e+00
8.940371384766384821e+00
8.975090557904993105e+00
8.986345737947141643e+00
8.969543509463592912e+00
8.983012814753211117e+00
8.989609639401757946e+00
